LTV,valor_1_compra,recorrente_1_compra,mes_compra,dia_semana_compra,Produto Fonte,Fonte Campanha,Sexo,Formacao
2957.33,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
1950.42,1165.68,0,Maio,Sábado,Comunidade,Outros,Masculino,Superior Completo
3262.51,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
1284.08,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
3150.19,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
3104.71,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
1895.84,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
2732.42,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
1694.44,97.14,1,Maio,Sábado,Python,Lançamento,Feminino,Superior Completo
674.11,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
3609.93,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Médio
1670.11,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
638.77,124.75,1,Maio,Sábado,Python,Tráfego Direto,Masculino,Superior Incompleto
1886.58,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Superior+
1283.16,97.14,1,Maio,Sábado,Python,Lançamento,Feminino,Superior Incompleto
2351.38,997.0,0,Maio,Sábado,Python,Lançamento,Feminino,Superior Incompleto
2859.1,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
1619.18,97.14,1,Maio,Sábado,Python,Lançamento,Feminino,Superior Completo
1513.02,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
2759.86,1497.0,0,Maio,Sábado,Outros,Tráfego Direto,Feminino,Superior Completo
1025.21,97.14,1,Maio,Sábado,Comunidade,Checkout,Feminino,Superior Completo
2898.53,997.0,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
2538.52,997.0,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
4122.11,1085.64,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
2913.79,997.0,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
2764.21,997.0,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
3651.39,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
860.82,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
1555.73,97.14,1,Maio,Sábado,Python,Lançamento,Masculino,Médio
2204.22,1165.68,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Completo
907.46,124.75,1,Maio,Sábado,Comunidade,Checkout,Outros,Fundamental
1776.81,97.14,1,Maio,Sábado,Power BI,Lançamento,Outros,Superior Incompleto
3493.44,1165.68,0,Maio,Sábado,Outros,Outros,Feminino,Superior Completo
704.22,97.14,1,Maio,Sábado,Comunidade,Checkout,Masculino,Superior Completo
2345.02,997.0,0,Maio,Sábado,Python,Lançamento,Masculino,Superior Incompleto
3235.35,1098.72,0,Maio,Domingo,Python,Lançamento,Feminino,Superior Completo
2930.09,1497.0,0,Maio,Domingo,Excel,Lista Espera,Feminino,Superior Completo
909.74,97.14,1,Maio,Domingo,Python,Lançamento,Feminino,Superior Incompleto
3239.18,997.0,0,Maio,Domingo,Python,Lançamento,Feminino,Superior Completo
2773.07,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
2053.51,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior+
387.03,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
1050.75,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
2105.15,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
945.27,97.14,1,Maio,Domingo,Comunidade,Checkout,Masculino,Superior Incompleto
2343.76,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
1875.94,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
3966.71,1047.06,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
709.99,97.14,1,Maio,Domingo,Power BI,Lançamento,Masculino,Superior Completo
1175.7,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
559.5,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Médio
889.12,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
1958.73,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
2909.24,1497.0,0,Maio,Domingo,Excel,Tráfego Direto,Feminino,Superior Completo
2903.71,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Médio
618.55,97.14,1,Maio,Domingo,Comunidade,Checkout,Masculino,Superior Completo
3431.86,1034.4,0,Maio,Domingo,Python,Lançamento,Feminino,Superior Completo
1276.41,1085.64,0,Maio,Domingo,Python,Lançamento,Feminino,Superior Incompleto
2665.59,1059.84,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
3025.29,1165.68,0,Maio,Domingo,Python,Lançamento,Feminino,Superior Completo
711.04,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
3485.69,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
1654.24,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
380.86,97.14,1,Maio,Domingo,Comunidade,Checkout,Masculino,Superior Incompleto
2105.55,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
2424.97,1497.0,0,Maio,Domingo,Excel,Tráfego Direto,Feminino,Superior Incompleto
3660.28,1138.6,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
1121.56,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
790.71,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
838.47,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
1078.74,97.14,1,Maio,Domingo,Comunidade,Checkout,Masculino,Superior Completo
1151.22,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
2329.67,997.0,0,Maio,Domingo,Python,Lançamento,Outros,Superior Completo
2677.07,997.0,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
2499.6,1059.84,0,Maio,Domingo,Python,Lançamento,Feminino,Superior Incompleto
430.58,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
2634.75,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior+
2213.32,997.0,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
2835.81,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
3267.46,1165.68,0,Maio,Domingo,Python,Lançamento,Feminino,Superior Incompleto
1106.82,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Médio
3795.02,997.0,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Incompleto
1929.47,1165.68,0,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
1283.32,97.14,1,Maio,Domingo,Python,Lançamento,Masculino,Superior Completo
3051.77,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior+
3461.46,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3158.21,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1012.18,97.14,1,Maio,Segunda,Comunidade,Checkout,Feminino,Superior Completo
3135.93,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
760.44,124.75,1,Maio,Segunda,Comunidade,Checkout,Masculino,Superior Incompleto
3106.18,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1844.31,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1438.98,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3036.79,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
440.55,124.75,1,Maio,Segunda,Excel,Tráfego Direto,Feminino,Superior Completo
927.99,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
965.12,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1848.19,194.28,1,Maio,Segunda,Python,Lançamento,Outros,Não Informado
4432.47,997.0,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2976.62,1072.7,0,Maio,Segunda,Comunidade,Outros,Masculino,Superior Incompleto
2509.3,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1364.54,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1436.59,97.14,1,Maio,Segunda,Comunidade,Checkout,Masculino,Superior Incompleto
2580.15,1165.68,0,Maio,Segunda,Python,Lançamento,Outros,Não Informado
407.42,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
463.67,97.14,1,Maio,Segunda,Comunidade,Outros,Masculino,Médio
1454.62,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
229.72,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2683.56,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1335.62,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
3069.64,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1762.71,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Médio
331.2,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3986.3,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
267.09,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1768.22,997.0,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2765.68,997.0,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2334.72,1072.7,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3425.88,1497.0,0,Maio,Segunda,Excel,Lançamento,Masculino,Superior Incompleto
3011.2,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Médio
2888.66,1125.18,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
619.23,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1264.74,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
885.06,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3607.26,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
954.4,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
557.35,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Médio
191.3,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2961.39,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior+
403.17,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
362.28,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1404.15,124.75,1,Maio,Segunda,Comunidade,Checkout,Masculino,Superior Incompleto
145.75,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3763.45,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior+
1126.57,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2773.3,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Médio
571.85,97.14,1,Maio,Segunda,Comunidade,Checkout,Masculino,Superior Completo
3582.47,1497.0,0,Maio,Segunda,Comunidade,Lista Espera,Feminino,Superior Completo
3047.05,1165.68,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
698.37,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1146.87,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1943.58,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
217.82,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Incompleto
2481.42,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3184.85,1138.6,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3046.87,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3326.55,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2329.75,997.0,0,Maio,Segunda,Python,Lançamento,Outros,Superior Completo
1336.64,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3187.85,1497.0,0,Maio,Segunda,Excel,Lista Espera,Masculino,Superior Completo
2571.1,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2990.56,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1062.29,97.14,1,Maio,Segunda,Comunidade,Checkout,Feminino,Superior+
727.21,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3029.16,1138.6,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
980.13,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2717.69,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
836.83,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2347.26,1138.6,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3086.37,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2389.12,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2531.97,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior+
2926.66,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3359.37,1125.18,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3393.13,1399.44,0,Maio,Segunda,Ciência de Dados,Outros,Masculino,Superior Completo
776.82,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
756.46,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3117.38,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1835.16,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3452.19,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
96.98,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Médio
329.15,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2610.24,1047.06,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2144.35,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Médio
1986.33,124.75,1,Maio,Segunda,Comunidade,Checkout,Feminino,Superior Completo
3286.12,1085.64,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1226.21,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1852.71,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1175.07,97.14,1,Maio,Segunda,Comunidade,Checkout,Masculino,Médio
2770.47,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2635.08,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2873.87,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Médio
807.21,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
1485.8,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
65.62,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
1083.68,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
600.66,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2841.14,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3162.12,1138.6,0,Maio,Segunda,Python,Lançamento,Masculino,Médio
2229.86,997.0,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
1128.85,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2941.02,1165.68,0,Maio,Segunda,Python,Lançamento,Outros,Superior Completo
2714.09,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2810.29,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1017.47,97.14,1,Maio,Segunda,Comunidade,Checkout,Feminino,Fundamental
2406.78,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3052.11,1165.68,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2654.67,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2739.05,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3853.39,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1255.93,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2854.77,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1119.55,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2528.69,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
824.59,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior+
2633.46,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2297.26,1085.64,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2991.6,997.0,0,Maio,Segunda,Python,Lançamento,Feminino,Superior+
789.74,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
865.75,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2760.6,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
4546.58,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2460.05,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
10.0,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Incompleto
2118.49,1085.64,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1480.11,97.14,1,Maio,Segunda,Comunidade,Checkout,Feminino,Superior Incompleto
3585.64,1072.7,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Incompleto
700.55,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1693.19,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1421.14,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2952.59,1165.68,0,Maio,Segunda,Python,Lançamento,Outros,Médio
2916.67,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1282.99,194.28,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
3492.74,1165.68,0,Maio,Segunda,Python,Lançamento,Outros,Não Informado
3249.65,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
703.07,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Médio
2960.33,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2048.74,97.14,1,Maio,Segunda,Python,Lançamento,Outros,Não Informado
1172.89,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1485.81,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Médio
3281.22,1138.6,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1184.1,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
1100.74,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior+
3249.81,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1409.53,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Médio
2929.1,997.0,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
694.49,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Médio
3243.71,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3014.6,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2639.44,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2401.86,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
2016.35,997.0,0,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
1530.96,97.14,1,Maio,Segunda,Python,Lançamento,Feminino,Superior Completo
608.98,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
3114.94,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2346.07,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Incompleto
2561.32,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
2429.04,997.0,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1036.84,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Médio
2366.59,997.0,0,Maio,Segunda,Python,Lançamento,Outros,Superior Incompleto
1543.27,97.14,1,Maio,Segunda,Comunidade,Checkout,Masculino,Superior Incompleto
775.1,97.14,1,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
1426.81,97.14,1,Maio,Segunda,Comunidade,Checkout,Masculino,Superior Completo
2375.61,1165.68,0,Maio,Segunda,Python,Lançamento,Masculino,Superior Completo
130.99,97.14,1,Maio,Terça,Python,Lançamento,Masculino,Superior Incompleto
2932.6,1165.68,0,Maio,Terça,Python,Lançamento,Masculino,Superior Incompleto
293.06,124.75,1,Maio,Terça,Power BI,Lista Espera,Feminino,Superior Completo
3964.13,1497.0,0,Maio,Terça,Comunidade,Lista Espera,Masculino,Superior Completo
271.24,97.14,1,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
2523.19,1165.68,0,Maio,Terça,Python,Lançamento,Outros,Não Informado
1255.11,97.14,1,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
748.86,97.14,1,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
10.0,97.14,1,Maio,Terça,Excel,Lista Espera,Masculino,Superior Completo
2169.87,124.75,1,Maio,Terça,Comunidade,Checkout,Masculino,Superior Incompleto
538.63,97.14,1,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
787.77,124.75,1,Maio,Terça,Python,Lista Espera,Outros,Não Informado
2942.62,1165.68,0,Maio,Terça,Python,Lançamento,Feminino,Superior Completo
3805.1,1497.0,0,Maio,Terça,Excel,Lançamento,Masculino,Médio
3162.53,1085.64,0,Maio,Terça,Python,Lançamento,Masculino,Médio
468.55,124.75,1,Maio,Terça,Python,Lista Espera,Masculino,Superior Incompleto
880.76,97.14,1,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
930.83,97.14,1,Maio,Terça,Python,Lançamento,Feminino,Médio
3574.66,1497.0,0,Maio,Terça,Comunidade,Lista Espera,Feminino,Médio
1979.12,1047.06,0,Maio,Terça,Excel,Lista Espera,Feminino,Superior Incompleto
2008.8,124.75,1,Maio,Terça,Excel,Lançamento,Feminino,Superior Incompleto
3161.16,1497.0,0,Maio,Terça,Power BI,Lista Espera,Masculino,Superior Completo
982.7,124.75,1,Maio,Terça,Power BI,Tráfego Direto,Masculino,Superior Incompleto
2858.25,1497.0,0,Maio,Terça,Power BI,Tráfego Direto,Outros,Superior Completo
438.51,97.14,1,Maio,Terça,Comunidade,Checkout,Masculino,Superior Incompleto
2235.06,1051.83,0,Maio,Terça,Python,Lista Espera,Masculino,Superior Incompleto
2557.19,1165.68,0,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
835.99,97.14,1,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
2849.89,1497.0,0,Maio,Terça,Python,Lista Espera,Masculino,Superior Completo
3147.63,997.0,0,Maio,Terça,Python,Lançamento,Masculino,Superior Completo
740.74,124.75,1,Maio,Quarta,Comunidade,Checkout,Feminino,Superior Completo
3093.0,1497.0,0,Maio,Quarta,Power BI,Lista Espera,Masculino,Superior Completo
3246.56,1497.0,0,Maio,Quarta,Excel,Lançamento,Masculino,Superior Completo
4048.13,1497.0,0,Maio,Quarta,Power BI,Lista Espera,Outros,Superior Completo
845.91,124.75,1,Maio,Quarta,Comunidade,Lista Espera,Masculino,Superior Completo
2998.05,1165.68,0,Maio,Quarta,Python,Lançamento,Masculino,Superior+
2620.01,1497.0,0,Maio,Quarta,Python,Lista Espera,Masculino,Médio
558.62,124.75,1,Maio,Quarta,Comunidade,Checkout,Masculino,Médio
2548.3,1497.0,0,Maio,Quarta,Comunidade,Lista Espera,Masculino,Médio
4107.1,1497.0,0,Maio,Quarta,Excel,Lançamento,Masculino,Superior Completo
3464.1,1497.0,0,Maio,Quarta,Comunidade,Lista Espera,Masculino,Superior Completo
2759.3,1497.0,0,Maio,Quarta,Comunidade,Lista Espera,Outros,Não Informado
2509.78,997.0,0,Maio,Quarta,Python,Lançamento,Masculino,Superior Completo
3027.69,1497.0,0,Maio,Quarta,Excel,Lançamento,Masculino,Superior Incompleto
538.65,124.75,1,Maio,Quarta,Excel,Lançamento,Masculino,Médio
3428.53,1497.0,0,Maio,Quarta,Comunidade,Lista Espera,Feminino,Superior Completo
3199.93,1497.0,0,Maio,Quarta,Python,Lista Espera,Feminino,Superior Completo
4499.1,1497.0,0,Maio,Quarta,Power BI,Tráfego Direto,Outros,Superior Completo
1678.71,97.14,1,Maio,Quinta,Python,Lançamento,Outros,Não Informado
1800.06,124.75,1,Maio,Quinta,Comunidade,Checkout,Masculino,Superior Completo
3685.38,1497.0,0,Maio,Quinta,Python,Lista Espera,Masculino,Superior Incompleto
3131.53,1497.0,0,Maio,Quinta,Python,Lista Espera,Masculino,Superior Completo
3648.13,1497.0,0,Maio,Quinta,Python,Lista Espera,Masculino,Superior Completo
747.65,249.5,1,Maio,Quinta,Comunidade,Lista Espera,Masculino,Médio
4020.84,1497.0,0,Maio,Quinta,Comunidade,Lista Espera,Masculino,Superior Completo
991.79,124.75,1,Maio,Quinta,Python,Tráfego Direto,Masculino,Superior Incompleto
1324.24,194.28,1,Maio,Quinta,Python,Lançamento,Masculino,Superior Completo
3259.83,1497.0,0,Maio,Quinta,Comunidade,Lista Espera,Feminino,Superior Completo
4126.52,1497.0,0,Maio,Quinta,Python,Tráfego Direto,Masculino,Superior Completo
2069.66,997.0,0,Maio,Quinta,Python,Lançamento,Outros,Não Informado
4076.14,1497.0,0,Maio,Quinta,Excel,Tráfego Direto,Feminino,Superior Completo
3351.26,1497.0,0,Maio,Quinta,Power BI,Tráfego Direto,Masculino,Superior Incompleto
563.06,116.62,1,Maio,Quinta,Power BI,Lançamento,Feminino,Superior Completo
356.31,124.75,1,Maio,Quinta,Comunidade,Lista Espera,Masculino,Superior+
301.39,124.75,1,Maio,Quinta,Comunidade,Checkout,Masculino,Médio
1376.63,97.14,1,Maio,Quinta,Python,Lançamento,Feminino,Superior Completo
520.07,97.14,1,Maio,Sexta,Python,Lançamento,Masculino,Superior Incompleto
3330.89,1497.0,0,Maio,Sexta,Python,Tráfego Direto,Masculino,Superior Completo
1261.33,124.75,1,Maio,Sexta,Excel,Tráfego Direto,Feminino,Superior Incompleto
2905.29,1497.0,0,Maio,Sexta,Excel,Lista Espera,Feminino,Superior Completo
959.98,97.14,1,Maio,Sexta,Comunidade,Checkout,Masculino,Superior Incompleto
2885.66,1497.0,0,Maio,Sexta,Power BI,Lista Espera,Masculino,Superior Completo
3348.89,1497.0,0,Maio,Sexta,Power BI,Lista Espera,Masculino,Superior Completo
2040.24,124.75,1,Maio,Sexta,Comunidade,Lista Espera,Masculino,Médio
1439.54,97.14,1,Maio,Sexta,Python,Lançamento,Feminino,Superior Incompleto
3411.48,1497.0,0,Maio,Sexta,Power BI,Lista Espera,Masculino,Superior+
3035.83,1497.0,0,Maio,Sexta,Python,Lista Espera,Masculino,Superior Completo
865.54,124.75,1,Maio,Sexta,Python,Lista Espera,Masculino,Superior Incompleto
1152.96,124.75,1,Maio,Sexta,Power BI,Lista Espera,Feminino,Superior Incompleto
